0,"crisis like the one that's taken place will never happen again. reporter: the president is also trying to move aggressively to deal with another potential crisis, climate change. he helped lead the group to support a reduction in greenhouse gas emissions among"
1,"issues? well, wolf, he went to this summit with questions on climate change. a much stronger position than america has been in before because he passed that bill to address the global warming."
2,climate change. reporter: the world leaders watered down the group statement committed to tackling global warming. just the day before the u.s. and other g-8 leaders signed on to the goal of cutting greenhouse gas emissions by 80% by 2050. but today joined by leaders from
3,"now for the cafferty file. wolf, global warming has become a religion among the first world urban elites. now, that's just one explosive charge made by australian geologist ian climber who says that manmade global warming is"
4,"gathers, the lawyers who render the opinion, it is criminalization of political and every time i come back to the timing. every time they get in trouble, which the president's poll numbers are slipping and his health care and global warming"
5,"your comments. josh levs will be back to help us do just that. president obama, monitoring the health care debate and other issues from overseas right now. he's with other world leaders at the g-8 summit in italy. they've been tackling global warming issues today."
6,"south korean officials say their government and private websites were also hit and that the attacks may be connected. turning to the most politics in the morning now, an ambitious agenda awaiting president obama at the g-8 summit in italy. the president will tackle a number of pressing issues, including global warming, as"
7,"mumbai and one in delhi, in the capital. after that she traveled to bangkok and then a meeting of the association of southeast asian nations. clinton is talking about climate change and nonproliferation."
8,made important strides in combating climate change. critics were quick to point out the meeting didn't produce specific targets for reducing greenhouse gas emissions. today mr. obama will meet with
9,"and chinese officials began in washington today. president obama, hillary clinton and tim geithner addressing the opening session of the two-day meeting. the talks will cover the global financial crisis, climate change, nuclear proliferation"
10,"crisis? or will we corporate to create balanced and sustainable growth, lifting more people out of poverty and creating a broader prosperity around the world? will the need for energy breed competition and climate change,"
11,"major factors to the regime itself as to the protest movement. truly the beginning of the story. thanks. thanks, erica. at the g-8 summit in italy president obama said they have made important strides in combating climate change."
12,"africa gives off less greenhouse gas than any other part of the world, but it is the most threatened by climate change. a warming planet will spread disease, shrink water resources, and deplete crops. creating conditions that produce"
13,"on climate change. reporter: they signed on to the goal of cutting greenhouse gas emissions by 80% by 2050. today, joined by leaders from rapidly developing countries who are also big polluters like china, india and brazil, they"
14,"burden of cutting greenhouse gas emissions will unfairly fall on them. i think that india and china won't come on board and help us solve global warming unless they see that the people responsible for most of the pollution, the u.s., which has emitted 30% of the world's pollution in the"
15,"washington calling on both sides to seek, in his words, cooperation, not confrontation. let's go to our foreign affairs correspondent, jill dougherty. stakes on this story, jill, very high, as well. reporter: they are, wolf. look at the problems from around the world, from climate change"
16,"crisis like this will never happen again. reporter: the president is trying to deal with another potential crisis. climate change. he helped lead the group to support a reduction in greenhouse gas emissions among developed countries, an 80% cut by 2050."
17,"president obama said they have made important strides in combating climate change. they were quick to point out the meeting didn't produce specific targets for reducing greenhouse gas emissions, that is. tomorrow he'll meet with the pope and it's on to ghana where"
18,"global warming and climate change. the leaders have set a 50% reduction in emissions by 2050. you may know that china and india have balked at that, they won't agree to long-term cuts"
19,"topic. here is a few of what's on the agenda. the economic crisis obviously. they are working to boost international trade. i know that sounds big picture-ish, but that affects the prices of groceries, prices of almost everything. they are also planning to take on climate change, talk about"
20,"to deal with another potential crisis, climate change. he helped lead the group to support a reduction of greenhouse gas emissions of developed countries, an 80% cut by 2050. this is a significant step forward in that the g-8 is the"
21,"much work ahead on climate change. reporter: the president failed to get developing countries who are also big polluters, like china, india and brazil, to commit to a specific goal in lowering greenhouse gas emissions. as for the global economic crisis affecting all of these countries, world leaders were"
22,"house if they don't turn that around. the top three priorities from both of you. break it down a little bit. susan molinari, is health care a do or die issue for the president? i think it's important for the president. the president has taken another one of his important signature issues like climate change and"
