0,"generates about 17% more greenhouse gas emotions. however it also said other methods of transporting oil including rail, trucks and barges would release more greenhouse gases than the"
1,of the earth is warmer and that an increase in greenhouse gases caused by humans is contributing to the problem. and by 2008 the gop platform called for the party to address the risk of climate change based
2,even george w. bush said that humans were causing climate change. i recognize that the surface of the earth is warmer and that an increase in greenhouse gases caused by humans is contributing to the problem. and by 2008 the gop platform called for the party to address the risk of climate change based
3,bears. this is 100% of the story. a groundbreaking tv event on climate change on a day with yet another alarming report on how to save the planet from a global warming catastrophe.
4,"climate change. not only that, he was going to get correspondents to do these stories, a sort of '60 minutes' style with arnold schwarzenegger and matt damon, sort of the 'oceans 11' of global warming."
5,the thing is they don't tie it to climate change because it's a political risk right now to discuss climate. but coral is talking about how this report tells us that tackling carbon and specifically through a carbon tax really is
6,"conservatives in the nebraska state government blocked what he wanted to do. they said they would only let that climate change study go ahead if it did not study the fact that the climate was changing. one republican state senator said, 'i don't subscribe to global warming.'"
7,coca-cola in particular who see global warming as a force that hurts their bottom line. do you think this will convince more business leaders this is a legitimate problem that needs action? there are a lot of business leaders that -- corporations that look at climate change
8,"opinion? ice is melting where it's not supposed to melt. this is a lake? yes. the world is changing and it's all because of global warming, i think."
9,and i followed grimm's response to hurricane sandy and traced his trajectory on the issue of climate change and something amazing happened over the course of our time with him. republican michael grimm went from being a climate change
10,"messaging problems that have been created who follow it with a big government scheme or proposal have tied those two. don't you need something? we're talking about the basic idea of the carbon tax, which"
11,it cult budget for things like that as well. this initially got weighed down by some climate change fights and then those were resolved. tell me about that. this bill initially when it was crafted would have taken money away from climate change
12,"but, as we celebrate penguins today, experts warn they are also in danger. they're praised for their great quality like the loving treatment of their offspring. but penguins are sadly falling prey to human dangers like global warming and overfishing."
13,"threat is right in front of us in time and space. but we also, i think, looking to our history can see once we realize that we face a major threat, we can move quickly to form solutions. and there may be additional benefits beyond the climate benefits to reducing our greenhouse gas emissions."
14,"this is the first major report from this group, this group of several hundred nobel winning scientists, the ipcc, that says climate change is not something that's coming in the future. the impacts are measurably here and now. due to climate change, we can"
15,it cult budget for things like that as well. this initially got weighed down by some climate change fights and then those were resolv resolved. tell me about that. this bill initially when it was crafted would have taken money away from climate change
16,"shortages, extreme storms and temperatures. in fact, the president of the world bank group points out the poor will be hurt and hardest. this means the people who are least responsible for raising the earth's temperature may suffer the greatest consequences from global warming."
17,the desk of governor mary fallon. what about congress? 2009 in koep haguen president obama pledged he would get a sweeping climate change bill
18,an increase in greenhouse gases caused by humans is contributing to the problem. and by 2008 the gop platform called for the party to address the rik of climate change based on sound silence. john mccain dedicated an entire speech to the topic.
19,to pass a cap in trade bill. i am communicating that in every way i know how. one of at least a half dozen democrats who have told the white house or their own leaders it's time to jetson the centerpiece of their party's plan to curb global warming.
20,"would try to end loopholes and tightened regulations. it's also huge news this week about another nasty by-product of burning coal. one that's harder to see, greenhouse gases. the united states came out with its report on climate change this week saying we have seen"
21,"now even from talking to people about climate change as a major issue and how about clean air. if we can get rid of some of the pollutants and greenhouse gases contain them. mercury, carbon. let's say just for no other reason, i don't want to argue"
22,"flat out getting a good deal. when you're ready to buy a car, save time, save money, and never overpay. visit truecar.com. welcome back. this week the u.n. issued an unprecedented warning about climate change."
23,"of carbon emissions. it has a few suggestions on how to do it. ann thompson johns me with more. hi, ann. hi, alex. the u.n. report essentially outlines how we can avoid the worst impacts of climate change."
24,"assessment? that is one of the really interesting elements of this report, alex. you know, for several years, we have been seeing these grim, frightening reports that warn us of what's to come due to climate change."
25,"welcome back to 'the ed show.' republican party, we all know, masterful at spreading misinformation. recently conservatives have been making false claims about the environment, kentucky senator rand paul was asked whether he believes climate change exists,"
26,"it is a scandal that u.s. government scientists spend time studying the impact of climate change. in fact, he says the people of oklahoma are ready for an apology from president obama because government scientists have been studying climate"
27,"on global warming and attacks on brian williams for reporting on the united nations report on climate change, and then something truly extraordinary happened. that once in a lifetime thing."
28,on sound silence. john mccain dedicated an entire speech to the topic. the facts of global warming demand our urgent attention especially in washington. addressing climate change was genuinely a bipartisan issue.
29,and this church has been able to use this solar project to educate spire african-american populations on energy efficiency. when it comes to spreading the message about climate change and
30,"that means we are not just going to be looking at ukraine, it means we're going to be looking at russia's, energy, oil interests around the world, what they're doing in syria, how they position themselves vis-a-vis iran. the global economy, things like climate change."
31,"putting carbon in the atmosphere, the planet's getting warmer, that's going to make the sea levels rise. the basic story to that, you pretty much agree with, right? sure. i mean, there's no question that the oceans have risen, right. and the climate change part is"
32,"sits there, hovering over our heads like an eternally unchecked item on the global to do list. well, there's a group of people who are doing a pretty amazing job of refusing to take later for an answer when it comes to climate change."
33,"the facts of global warming demand our urgent attention especially in washington. addressing climate change was genuinely a bipartisan issue. we don't always see eye to eye, do we newt? no. but we do agree our country must"
34,on sound silence. john mccain dedicated an entire speech to the topic. the facts of global warming demand our urgent attention especially in washington. addressing climate change was genuinely a bipartisan issue. we don't always see eye to
35,"we have an entire administrative strategy that the president laid out that's looking at issues of energy and climate and environment. as we're celebrating the 44th anniversary of earth day, we want to keep our eyes on the big prize right now, and that big prize is climate change and"
36,prevent the most catastrophic effects of global warming. the report also cites a world bank estimate which shows poor countries need as much as $100 billion to try to offset the effects of climate change. since 2010 the obama administration has spent $2.5
37,my view is that we don't know what's causing climate change on this planet. i actually don't know whether global warming is occurring. the vast majority of the academy of science says it is. a minority says it is not. climate's always changing.
38,my view is that we don't know what's causing climate change on this planet. i actually don't know whether global warming is occurring. the vast majority of the academy of science says it is. a minority says it is not. climate's always changing.
39,sea barrrs it tmselves aw t fromhe sea or at least making plans to move away from the sea soon. so that international report came out today and it is scary stuff. the effects of global warming and climate change have already started.
40,out. you represent a conservative group that's trying to sort of merge conservative policy ideas with tackling climate change. so the idea of a carbon tax what do you make of that as a potential solution? is that something your group would be good with?
41,the sea soon. so that international report came out today and it is scary stuff. the effects of global warming and climate change have already started. what hope to we have of reversing these changes? what hope do we have of adapting to deal with them if we can't
42,the sea soon. so that international report came out today and it is scary stuff. the effects of global warming and climate change have already started. what hope to we have of reversing these changes? what hope do we have of adapting to deal with them if we can't reverse them?
43,"that climate change study go ahead if it did not study the fact that the climate was changing. one republican state senator said, 'i don't subscribe to global warming.' he wrote an amendment to the legislation insisting it not study anything that might have been caused by humans."
44,"issue. there's a reason we were calling it global warming even though people kind of bristle to that term these days. climate change affects us all around the world. whatever we do here will affect them. there is a responsibility to take some action. not only because it's going to impact them, but it's impacting"
45,"wanted to do. they said they would only let that climate change study go ahead if it did not study the fact that the climate was changing. one republican state senator said, 'i don't subscribe to global warming.' he wrote an amendment to the legislation insisting it not study anything that might have"
46,"affecting us all so we need to take action here. that's why president obama's climate plan is so critical. we need to act on carbon and that sets us on that right path. david, let's go all the way back to the start of the show because you've been here since we started. if this is the discourse, if what disaster and climate change"
47,how can you have a significant impact on trying to bring down global warming when so many in your own party oppose it? earth day brings us back into focus on the risks of climate change and what we can do about it. the president has said that while we would love to work with congress on legislation to have
48,"and it says we can do that by reducing our greenhouse gas emissions, increasing our energy efficiency. but it says we have to get started on both those projects right away. the u.n. recommends cutting greenhouse gas emissions 40% to"
49,bill o'reilly does not believe in global warming. but he does think pursuing alternative energy sources is a good idea. many conservatives don't believe in global warming and oppose alternative energy.
50,"however, the report also said other methods of transporting the oil including rail, trucks, and barges would release more greenhouse gases than the pipeline. we're actually asking our leadership, our congress, our"
51,"but there will be resistance. many conservatives don't believe in global warming and oppose alternative energy. okay, make no mistake about it. bill o'reilly does not believe in global warming. but he does think pursuing"
52,"pollutants and greenhouse gases contain them. mercury, carbon. let's say just for no other reason, i don't want to argue with you about whether humans are the cause of it. i happen to believe we're contributing mightily to this"
53,"if we can get rid of some of the pollutants and greenhouse gases contain them. mercury, carbon. let's say just for no other reason, i don't want to argue with you about whether humans are the cause of it."
54,regulate gre regulate greenhouse gases because they won't have a bite for 25 years. the longest journey starts with a step. do you think they are going to hold power enough to keep these things going? the status quo is nothing for
55,"that contribute 70% of greenhouse gases. the biggest of those are china and the u.s. i talked to some of the reports' authors and said, okay, what specifically does that mean for the u.s.? they were able to lay out"
56,"if we make this another third rail, we can use it. and it's hard for people to understand. you saw the latest pew poll that came out today that fewer people are willing to admit that global"
57,"can both help all the people who are poor and starving not because of global warming, we can mitigate the problems of global warming in the medium term and it will have a lot of other impacts. partly we know if you can grow food on the existing cultural"
58,that climate change is altering our planet in ways that will have profound impacts on all of human kind. this month united nations intergovernmental panel on climate change says the u.s. needs to pass climate change law by the end of the decade to
59,climate change. listen to this. is climate change a fact? mr. harris? no. ms. grant? no. mr. brannon?
60,climate change. is climate change a fact? mr. harris? no. miss grant? no. mr. brannon? no. mr. tillis?
61,"tone ya. new numbers are making headlines about earth day. one set of numbers, four in ten, that is the fraction of americans who do not believe or aren't confident that earth is warming as a result of man emitted greenhouse gases. this falls on a frightening new"
62,"this energy needs to come either way. if you bring it on the trains, that's more dangerous and causes more consumption of greenhouse gases. it's hard to see how some variation of this does not get approved considering how long the fight has gone on, how much money is at stake."
63,"ever, ever guess what the gop's best and brightest in duke's home state had to say about climate change. is climate change a fact? mr. harris? no."
64,in a report highlighting the effects of global change. we have seen the largest increase in greenhouse gas emissions in the last decade.
65,"populations on energy efficiency. and when it comes to spreading the message in this country about climate change and how we need to confront climate change with renewable, vulnerable"
66,"it won't ab proved if it significantly worsens climate change. the state department report concluded that keystone will not have a significant effect on climate change. the president, it's about politics."
67,"don't forget tonight on nbc, ann curry hosts a special documentary about climate change 'a year of extremes, did climate change just hit home?' on topic there. coming up, michael lewis the"
68,"and you will never, ever, ever, ever, ever guess what the gop's best and brightest in duke's home state had to say about climate change. is climate change a fact? mr. harris?"
69,"using fossil coral she can go back 7000 years. what is she finding? her name is kim cobb, and she's at georgia tech. she's a phenomenal climate scientist. phenomenal. it's believed that climate"
70,"leadership,ing congress, senators to to take a real good look at the environmental impact statement that was submitted to the department of the state. the united nations report includes responding to climate"
71,"if not, then prepare yourselves to be terrified because that chilling story is actually not a fiction. it was a very a brebbreviated version of the consequences of this u.n. report titled 'climate"
72,"impacts of climate change. the point that's made nicely i think in tonight's episode of years of living dangerously is that climate change increases these stresses that are already present throughout the world. population growth, maybe limited"
73,"today the intergovernmental panel on climate change released its latest international consensus scientific report saying, in effect, that the effects of climate change are already being felt around the globe. everything from droughts in the mediterranean, to sea ice"
74,"studying the impact of climate change. in fact, he says the people of oklahoma are ready for an apology from president obama because government scientists have been studying climate change. this is what the republicans did"
75,"you as we progress here. don't forget tonight on nbc, ann curry hosts a special documentary about climate change 'a year of extremes, did climate change just hit home.' on topic there. coming up, michael lewis the"
76,"today the intergovernmental panel on climate change released its latest international consensus scientific report saying, in effect, that the effects of climate change are already being felt around the globe. everything from droughts in the mediterranean, to sea ice"
77,"people who live in cities, anybody who eats is under threat from climate change. that was ann thompson reporting on a landmark new u.n. report on the impact of climate change on all of us and"
78,years ago. global temperature changes when they exist correlate with sun output and ocean cycles. congressman sun output says it is a scandal that u.s. government scientists spend time studying the impact of climate
79,"choose $300 in free gifts, and, get up to 48 months interest-free financing with any tempur-pedic mattress.  mattress discounters. coming up, something amazing is coming to television this sunday night. everybody thinks climate"
80,deceive the public about the impacts of global warming. they are about insuring corporate profit taking without regulatory interference.
81,"'cause a good playlist is good for business. i need the boss's signature for this. i'm the boss.  honestly  i wanna see you be brave. coming up, something amazing is coming to television this sunday night. everybody thinks climate"
82,"would they be ignoring it? why would all three of these, federal, state, independent, be ignoring it? you've told some of those reasons and the fact that i've been very politically involved, i don't believe in climate"
83,"and i followed grimm's response to hurricane sandy and traced his trajectory on the issue of climate change and something amazing happened over the course of our time with him. republican michael grimm went from being a climate change denialist, someone who rejected"
84,"in poverty, can lift themselves out of poverty. because the other stuff isn't good enough. poverty and climate change are linked. but the so-called investigative journalist is missing the facts. the poor will suffer the most as climate change brings food brin"
85,"minute. we're going to hear from more of you as we progress here. don't forget tonight on nbc, ann curry hosts a special documentary about climate change 'a year of extremes, did climate change just hit home.' on topic there."
86,"meaningfully try to reduce our greenhouse gas emissions and carbon footprint, that there's economic sources that will suffer. i'm amazed at how profile this fight is. it was one thing when activists"
87,"this one is definitive. as we are are the principle cause, human beings, global warming and impacts are going to be cataclysmic."
88,"makes the link between climate change and food unequivocal. in the past the ipcc was a little ambivalent. this is a hard-hitting report which in some sense makes the impacts of climate change on our daily lives very, very real. i think it's important to"
89,"probably or absolutely should take steps to reduce climate change. and 80% of republicans under 35 think we should do something to reduce climate change. 62% of them support the president's epa regulations, which is crazy and should be scary to republicans that we're"
90,"climate change, and something amazing happened over the course of our time with him. republican michael grimm went from being a climate change denialist, someone who rejected the overwhelming scientific consensus to coming around, and even more remarkable, the michael grimm's change of heart"
91,"members of your own party in congress regarding things like climate change and cap in trade? yes, but again there are many ways to address climate change. cap in trade is one approach. there are others, such as what we are doing through some"
92,part of the debate. i'll put it on the screen. keystone xl would significantly add to carbon pollution that's driving climate change and imperil the health and drinking water of millions of americans.' is the climate change aspect has to be tough for the president as
93,welcome back. this week the u.n. issued an unprecedented warning about climate change. arguing extreme weather events will become even more common. the president's inability to get significant legislation combating climate change through congress makes his decision about the controversial keystone xl pipeline all the more
94,and i think that part of the way that it's overcome is that as americans increasingly become educated about the fact that their lifestyle and livelihood will increasingly be put at risk because of our failure to deal with the realities of climate
95,nutrition in charge™. a united nation's scientific panel report says global warming could spiral out of control. environmentalists claim the keystone pipeline will be a
96,"and this church has been able to use this solar project to educate entire african-american populations on energy efficiency. and when it comes to spreading the message in this country about climate change and how we need to confront climate change with renewable, vulnerable communities are hurt the worst."
97,i'll put it on the screen. keystone xl would significantly add to carbon pollution that's driving climate change and imperil the health and drinking water of millions of americans.' is the climate change aspect has to be tough for the president as i mentioned. he's not getting a significant
98,"meaningfully try to reduce our greenhouse gas emissions and carbon footprint, that there's economic sources that will suffer. i'm amazed at how profile this fight is. it was one thing when activists decided to pick this battle."
99,"on climb change, was the exchange i was able to have with him was the most honest i he ever seen of a sitting member of congress about politics while the camera was rolling. last time we spoke you said the jury was out on the climate"
100,"costs. but this is a very real, concrete impact of climate change starting now. yeah, and this report has been called different, corral, from the others, because this one has a subtext that climate change is happening and now we have to adapt to a warming planet. do you agree with that"
101,"nice to see you, miss jefferson. nice to see you. thanks for having me. absolutely. we've been talking about the broad question of global climate change and food insecurity. this is not a story about sort of the long-term global climate change, this is about a polluter who could in fact be held"
102,health and drinking water of millions of americans. is the climate change aspect has to be tough for the president as i mentioned. he's not getting a significant climate change legislation through congress is why this decision is so tricky. obviously it's balancing environmental concerns with some of the job concerns. my sense is the president
103,"waves. the first first and then the grass. but we will see everything at one time. and do you believe, because we talk so much about the climate change of course, and the impact that it is having, and i'm not asking you whether this is climate-change related, but what i am asking is if you"
104,buy politicians and to deceive the public about the impacts of global warming to fuel this mode and it worked. now exxon has stopped the campaign. they are secretly funding them
105,"this is a lake? yes. the world is changing and it's all because of global warming, i think. a couple years ago a man named david got in touch with me."
106,campaign ads. now ads attacking on a carbon tax have been called false and not true. who is behind the attacks? the koch brothers. the billionaire koh brothers.
107,but publicly saying we understand that global warming does exist but we don't care. we are going to barbecue the planet and burn all the oil on our book reserves which is three
108,"natural gas. and it says it could be a bridge technology to this low carbon energy supply. it could replace coal, because natural gas creates fewer of those greenhouse gas emissions. but even if we do all that, the panel warns that we may actually"
109,"of carbon free sources like solar, wind and nuclear. one study from mit suggested that the natural gas boom could lead to higher u.s. greenhouse gas emissions by midcentury if it stunts the growth of renewable energy. is there a fear and do you agree"
110,the largest increase in greenhouse gas emissions in the last decade. they pointed to coal as a big reason for that spike. the past decade has seen a huge jump in the number of power plants that have come online. the most polluting of the power
111,alternative energy sources is a good idea. many conservatives don't believe in global warming and oppose alternative energy. i hope you rethink the energy part. i know many in the green lobby
112,came out today that fewer people are willing to admit that global warming is due to human activity. we hate this regulatory body that's coming in trying to take away our rights and they're
113,"solution, carbon tax, this one pipeline won't make or break things, what do you say to that? well, we've moved toward extreme extraction methods. deep water drilling, mountain top removal, fracking, tar sands."
114,"is symbolic. their environmental reporter. keystone's political symbolism outraids its policies, substance. mr. obama's eventual decision on the pipeline will have a marginal impact on global warming emissions to make serious dent in american carbon emyings."
115,"and matt damon, sort of the 'oceans 11' of global warming. the idea to produce it like a blockbuster hollywood movie, spare no expense, go all over the globe unlike anything ever seen on television and would i"
116,"would be cleaner everywhere. and our wallets thicker. so let's get on it, people. but there will be resistance. many conservatives don't believe in global warming and oppose alternative energy. okay, make no mistake about it."
117,"the key. if it's done right, i think the term carbon tax maybe needs a little explanation. if you say if it's done right, what does that mean to you? conservatives, i think, across the board agree that"
118,"the cap and trade push in 2010 that completely died. cap and trade, that's probably not -- from a policy standpoint, a carbon tax is going to be a lot more effective. this is a good place to start"
119,"republicans, more oil drilling, more natural gas, nuclear power, maybe that would get republicans to go with the cap and trade. now maybe if you have a carbon tax, do you see any combination here to get republicans to"
120,"keystone. it's the economics of the situation and the fact that if we move in a different direction, if we try to meaningfully try to reduce our greenhouse gas emissions and carbon footprint, that there's economic sources that will suffer. i'm amazed at how profile this fight is. it was one thing when activists"
121,"it would preserve biodiversity and help global warming. we have 30 seconds, ray, but i want you to -- if i had the ear of congress for 30 seconds and there was one take away from the oxfam report, what would you"
122,because no television professional has been able to figure out why o'reilly does it. last night's talking points memo included typical fox news doubts on global warming and attacks on brian williams for reporting on the united nations report on
123,"disaster. hollywood heavy weights launch their own global warming. the new james cameron series premiering tonight. the popular hot sauce that has one community hot and bothered. don't go anywhere, i'll be right back. i think she tried to kill us. [ sighs ].  _          _"
124,"energy and solve the climate crisis without shift in practices. that is all, the rachel maddow show starts right now. thanks for joining us this hour. happy monday."
125,"energy and solve the climate crisis without shift in practices. that is all, the rachel maddow show starts right now. thanks for joining us this hour. happy monday."
126,"obviously as was mentioned before, there's a billion people who are starving right now. that's mostly not about global warming. that's about getting the people out of poverty. in a slightly longer run it's about increasing yields because if we can increase yields, we"
127,global warming is occurring. the vast majority of the academy of science says it is. a minority says it is not. climate's always changing. that's not the fundamental question. the fundamental question is whether manmade activity is what's attributing most to it. the question is why?
128,"'oceans 11' of global warming. the idea to produce it like a blockbuster hollywood movie, spare no expense, go all over the globe unlike anything ever seen on television and would i want to be a part of it? and so i said, sure, buddy, that"
129,"of climate change, it is a reality that we have to address. and we have to address the reality that is closely"
130,"to people that say you activists are making too much of this, there's all sorts of ways. we've got to have a global solution, carbon tax, this one pipeline won't make or break things, what do you say to that? well, we've moved toward extreme extraction methods."
131,"land, you don't have to cut down more forests. that's good for biodiversity, good for global warming. when i hear you say that, the thing that starts ringing in my head is the segment that we did several months ago on gmos. we had a table of people critiquing genetically modified"
132,that country? it's a shrine to the struggle. a reopening today that honors civil rights heroes with the hope of inspiring others to follow. and it's a call to action with the very survival of our planet at stake. but why is this global warming report so alarming?
133,i'll put it on the screen. keystone xl would significantly add to carbon pollution that's driving climate change and undermine the country's climate leadership and imperil the
134,"no. instead, all four republican candidates in that race decided to honor earth day like this. is climate change a fact? mr. harris. no. miss grant."
