0,"welcome to you both. when i last spoke to you about this, pretty fiery debate about it and you were opposed to any suggestion that there's any real science to confirm global warming or genuine climate change."
1,"least four deaths which is very serious in this country, and it follows the warmest year on record. some scientists are blaming global warming for these ups an downs, but the public doesn't seem so convinced. the number of people who believe in global warming is actually"
2,huge penguins who you had never seen before? i was surprised. three quarters of the population were chicks which means that despite the global warming this
3,"that i think is a danger. they prejudge the science. let's go to a very successful guy, lives in a big guzzling state of texas. what is your view, global warming?"
4,"warming aggregates have is every time the conversation comes up is there's a snowstorm and instead of the winter, more people would buy into it. the biggest problem, what does it matter? say the president does do something with global warming?"
5,billions of dollars in damage. the climate has begun to be destabilized. we can do something about it. we have solutions to the cause of climate change and those
6,from australia we grew up with a hole in the ozone layer over top of us and skin cancer and that is part of the deal when you grow up down there. the whole movement with the u.s. and australia and elsewhere is the talk of global warming.
7,"about global warming. what the heck has changed? first of all, that picture is just so creepy. but look at that togetherness. we did have that. john mccain, mitt romney, marco rubio, newt gingrich, all you know talking about climate"
8,"us to be the party that has dramatically better solutions to the future, not a party that simply wastes its energy fighting barack obama. listen to this clip about climate change from the"
9,"49% of the nation thinks that it is a manmade problem. you can see that just 23% say it's not a proven fact at all. i want to bring in our white house correspondent, dan lothian. there were a lot of things touched on in this speech, but the mention of global warming,"
10,the shark circled them and how they reacted. waking up. becoming part of the global phenomenon we call the internet of everything. trees will talk to networks will talk to scientists about climate change.
11,"pelosi standing together talking about global warming. what the heck has changed? first of all, that picture is just so creepy. but look at that togetherness. we did have that. john mccain, mitt romney, marco rubio, newt gingrich, all you know talking about climate"
12,about what he knows and he's very definite about what happened. all waking up. becoming part of the global phenomenon we call the internet of everything. trees will talk to networks will talk to scientists about climate change.
13,"have maintained a unified front. and she has spoken of that relationship, once adversaries and now incredibly close friends. what was that moment that you think crystallized their relationship? they were in denmark for a climate change conference."
14,chevron. we don't have anything near the money the big green environmentalists have. why don't i make my point. the science is in. climate scientists around the world agree in overwhelming numbers that climate change is
15,we don't have anything near the money the big green environmentalists have. why don't i make my point. the science is in. climate scientists around the world agree in overwhelming numbers that climate change is real.
16,"overseas personnel and through cooperation where possible and isolation where necessary as in the case of iran. of course, it goes without saying that you have truly been a world leader in one of the most consequential issues of our time, climate change."
17,"elections and there is risk for republicans here too. if they systematically block the president's initiatives, they deepen the distance between themselves and the growing groups of a democratic majority. faces a tough challenge on guns. what about on climate change,"
18,president obama is putting extreme weather on his agenda and he says america has to lead the way to fight it. cnn severe weather expert chad myers is here along with my all-star panel. sum up your view about the climate change debate.
19,"this, pretty fiery debate about it and you were opposed to any suggestion that there's any real science to confirm global warming or genuine climate change. rather than me get involved with this, i'll rest my weary voi"
20,"it's better to try to do one or two key things. with that said, i think this president like just the way eisenhower in his second term was able to talk about nasa and get nasa created, we might be able to do something with climate change, a large"
21,"in years in this country. some scientists say it's due to global warming. climate change. does it add up? plus, apple's shares plunging after the stock market closed today. who is to blame? and manti te'o admits he lied. so is he telling the truth now?"
22,"in years in this country. some scientists say it's due to global warming. climate change. does it add up? plus, apple's shares plunging after the stock market closed today. who is to blame? and manti te'o admits he lied. so is he telling the truth now?"
23,"doesn't help that scientists have to stop changing the language from global warming to climate change to, now, extreme weather. well, but look, erin, i mean, you know, erick makes a good point to the extent that a multilateral treaty is a nonstarter, but china is doing things."
24,"mark, i'll start with you. when i last spoke to you about this we had a pretty fiery debate about it and you why implacably opposed to any suggestion that there's any real science to confirm global warming or genuine climate change. rather than me getting involved with this i'm going to rest my"
25,"notions, most people aren't going to buy into it and it doesn't help that scientists have to stop changing the language from global warming to climate change to, now, extreme weather. well, but look, erin, i mean, you know, erick makes a good point to the extent that a multilateral treaty is a nonstarter, but china is doing things. they're making huge investments in green technology."
26,"china and india aren't going to. we could shut down production of everything tomorrow that causes greenhouse gases and china and india aren't and even if everyone did, the effects wouldn't take effect until about 100 years from now, so seems"
27,"global warming for these ups an downs, but the public doesn't seem so convinced. the number of people who believe in global warming is actually down 8% from 2008. only 45% believe it is a manmade problem, which is down from 54%"
28,"believe this is a problem or a manmade problem. maybe it was the al gore effect. seemed like people would get warmed up. you know, it seems to me that the biggest problem that global"
29,personality actually could join the race. here's a clue. geraldo and al gore rebounded from his presidential disappointment as a climate
30,"skin. feels like 7 below in albany, 1 below in scranton. you say, there you go, guys. all this cold air coming in here, what just happened to global warming? let me just give you an idea what happened to global warming. this is actually caused by the fact that there is no ice up"
31,"pointing to climate change. here's what the president said. we will respond to the threat of climate change, knowing that the failure to do so would betray our children and future generations."
32,"shut down production of everything tomorrow that causes greenhouse gases and china and india aren't and even if everyone did, the effects wouldn't take effect until about 100 years from now. so seems like it's a problem we have to get used to as opposed to something we can cure. interesting point, although i will say, john avlon, we still"
33,"of everything tomorrow that causes greenhouse gases and china and india aren't and even if everyone did, the effects wouldn't take effect until about 100 years from now. so seems like it's a problem we have to get used to as opposed to something we can cure. interesting point, although i will say, john avlon, we still emit more than china emits, at"
34,"civil rights struggles on that martin luther king day, seneca falls, selma, stonewall and laying out his vision for the future, advancing gay rights, tolerance toward illegal immigrants, social welfare programs and stopping climate"
35,"the time that it stops us from meeting a host of other challenges that we face, creating jobs, boosting incomes, fixing our infrastructure, fixing our immigration system, protecting our planet from the harmful effects of climate"
36,"of climate change. reporter: it's an issue dear to the president, but he's already acknowledged climate change policy is so politically charged, there's no clear path forward. that i'm pretty certain of. this one's hard. reporter: proof of just how"
37,"obama base coalition. to them, the climate change, energy independence, is a top five issue. i think, you know, one of the problems here, you just mentioned the economy. climate change is a huge economic issue. could be the biggest economic"
38,"and some say that was a dividing address. another issue in that speech, climate change. we will respond to the threat of climate change knowing that the failure to do so would betray our children and future generations. some may still deny the"
39,"specifically his base. there was climate change, and gay rights and other things, so i think part of it was to be on the record, made sure he said it. the focus won't be on climate change. it will be about a new progressive america, his vision."
40,"van, i know you, being the climate change guy, very important to you. you must have been jumping up and down when you heard the president talk about this. watch. we will respond to the threat of climate change. knowing that the failure to do"
41,"rights, climate change, a heavy lift, immigration and climate change were on the first term list. the president alluded to the fact he didn't really fight for them because there was a political list. now he has a second term. do you try to do all the hard"
42,"at his agenda, gun control, immigration reform, climate change, got to get through all the fiscal problems first. i mean, is that overreach? i don't think so. there are things that he has to do. climate change is a really difficult issue. not a consensus here in town,"
43,"thing you're not against, fermentation can cause co-2 as well. the global warming debate, my view is quite simple. it may be wrong."
