0,"the main driver for all this is a greenhouse gas emissions we are producing. we're still too reliant on fossil fuels like coal, and globally levels of carbon dioxide are at a record high. we've got to reduce our emissions of greenhouse gases."
1,report on russian interference in the 2016 election. climate change activists across europe have stepped up their protests against what they say is government inaction against global warming.
2,"simply congregate elsewhere. amol rajan, bbc news. climate change activists say they plan to expand their protests from central london to heathrow airport tomorrow - just as the easter getaway begins. extinction rebellion are calling for the government to reduce the uk's greenhouse gas emissions"
3,let's have a look. these layers that we are doing demonstrated the levels contain methane. it's a very potent greenhouse gas. methane is 21 times more powerful as a greenhouse gas
4,"problem that needed tobe earlier he told me global warming is a problem that needed tobe addressed decades ago. we are definitely behind the curve on the climate change issue, especially the arctic ocean which is basically ground zero for climate change."
5,"like the rest of sweden, eskilstu na is committed to sending zero waste from its citizens to landfill. waste that cannot be recycled is incinerated at a local plant to generate electricity. this reduces reliance on fossil fuels, but does create greenhouse gases."
6,wants us to think about the impact global warming has on the world's habitats. earlier he told me global warming is
7,now pressures governments to do more to stop global warming.
8,"could have done. climate change activists have occupied sites across central london for the fourth day in a row. extinction rebellion are calling for the government to reduce the uk's greenhouse gas emissions to zero by 2025. and in a documentary due to be broadcast tonight, sir david attenborough says climate"
9,introduce some sort of carbon tax in the united states and how you would get bipartisan support for a difficult issue. i introduce the only bipartisan carbon tax bill in
10,"of eco activism. it's giving climate change attention, but will it bring action? giving climate change attention but will he the campaigners here want greenhouse"
11,"the netflix series, produced in partnership with the wwf and silverback films, wants us to think about the impact global warming has on the world's habitats. peter winsor is director of wwf's arctic programme. earlier he told me global warming ia"
12,"this blue area is their forecast for the next five years. it suggests the warming trend will continue, with a small chance temperatures could temporarily exceed 1.5 degrees. the main driver for all this is a greenhouse gas"
13,"is a greenhouse gas emissions we are producing. we're still too reliant on fossil fuels like coal, and globally levels of carbon dioxide are at a record high. we've got to reduce our emissions of greenhouse gases. we've got to reduce"
14,"pollution. climate change, greenhouse gas emissions, are going to affect us whether we can smell them, whether they are making us sick immediately or not. we're all going to be affected by greenhouse gas emissions, whether we can notice them or not. i will come back to climate change. i just them or not. i will come back to climate change. ijust want them or not. i will come back to climate change. i just want to them or not. i will come back to climate change. ijust want to pick up climate change. ijust want to pick up on the trees point. we think of trees being a good thing, you are"
15,"of royal caribbean cruises told the bbc how his company is cutting greenhouse gas emissions. one of the things we want to do is make sure we reduce our greenhouse gases as much as possible, and there we use a bubble technology, and we literally blow teeny little"
16,arrested after seven days of climate change protests.
17,"greta thunberg urged uk politicians to listen to the scientists on climate change. the swedish teenager who inspired the schools climate change movement met mps and party leaders but not theresa may. meanwhile, extinction rebellion continued its climate change"
18,"show actual temperatures they recorded. there's a close match. the last four years were the hottest on record. this blue area is their forecast for the next five years. it suggests the warming trend will continue, with a small chance temperatures could temporarily exceed 1.5 degrees. the main driver for all this is the greenhouse gas"
19,"on climate change. sarah walton reports. not many 16-year-olds could hold the attention of political leaders, but today greta thunberg took her message of climate change activism"
20,"assessment of a possible solution to climate change at nine o'clock this evening on bbc one. with me is chris stark, chief executive of the committee on climate change."
21,rebellion! extinction rebellion leading another day of disruption. an attempt to force urgent action on climate change. this is the new wave of eco activism. it's giving climate change
22,the congress in the united states. democrats and republicans came together with my leadership to introduce a carbon tax. we put a price on carbon and take the revenues and give it right back to the american people. it is a carbon
23,"to 'listen to the scientists' on climate change. sarah walton reports. not many 16-year-olds could hold the attention of political leaders, but today, greta thunberg took her message of climate change activism"
24,"with raising awareness with government, getting their demands for a climate change emergency to be declared, to have greenhouse gases reduced to zero emissions by 2025. that's what the disruption is about, to try and get that message across."
25,"much of them, and she talked of offering a £25000 loan to first-time buyers, that would be implemented by the end of the year, declaring a climate change emergency in response to those climate change"
26,"bannerfor not banner for not providing any practical solutions on how to tackle climate change. they are increasing negative effects of pollution and punishing people using public transport. people are not talking about climate change, they are"
